customer_id,total_spent,orders,segment
13866,145.67,1,Low Value
13867,1005.0900000000001,3,Low Value
13868,3192.54,2,Low Value
13869,7996.869999999995,10,Medium Value
13870,5712.08,15,Medium Value
13871,7885.849999999999,17,Medium Value
13872,919.5700000000002,3,Low Value
13873,1038.9199999999998,8,Low Value
13874,2049.15,7,Low Value
13875,4814.370000000001,14,Low Value
13876,122.69999999999999,1,Low Value
13877,449.67999999999995,3,Low Value
13878,2416.9000000000005,4,Low Value
13879,395.4999999999999,1,Low Value
13880,4293.860000000001,17,Low Value
13881,45179.1,43,High Value
13882,1191.13,5,Low Value
13883,6560.019999999997,15,Medium Value
13884,1825.0300000000007,10,Low Value
13885,506.80000000000007,2,Low Value
13886,243.55999999999995,1,Low Value
13887,349.55,1,Low Value
13888,2001.5900000000013,7,Low Value
13889,1991.2300000000005,6,Low Value
13890,2927.3799999999983,14,Low Value
13891,859.2100000000003,3,Low Value
13892,1267.6499999999999,6,Low Value
13893,821.0999999999999,1,Low Value
13894,564.62,3,Low Value
13895,4008.52,6,Low Value
13896,388.55,1,Low Value
13897,1160.7200000000003,3,Low Value
13898,686.3999999999999,2,Low Value
13899,388.5199999999999,2,Low Value
13900,1610.59,6,Low Value
13901,5676.339999999997,15,Medium Value
13902,34095.26,5,High Value
13903,165.45000000000002,1,Low Value
13904,332.64000000000004,2,Low Value
13905,312.65000000000003,1,Low Value
13906,42,1,Low Value
13907,136.8,1,Low Value
13908,2369.5499999999993,4,Low Value
13909,282.84999999999997,2,Low Value
13911,4234.990000000002,20,Low Value
13912,124.95,1,Low Value
13913,42.22,1,Low Value
13914,626.4499999999998,2,Low Value
13915,70.80000000000001,1,Low Value
13916,1275.8100000000009,4,Low Value
13917,272.03999999999996,2,Low Value
13918,1212.84,2,Low Value
13919,1360.6800000000003,4,Low Value
13920,1774.6800000000007,4,Low Value
13921,730.7000000000004,4,Low Value
13922,865.2000000000002,3,Low Value
13923,351.1300000000001,1,Low Value
13924,1838.8500000000004,6,Low Value
13925,678.2499999999999,4,Low Value
13926,223.85,1,Low Value
13927,708.26,2,Low Value
13928,464.56999999999994,4,Low Value
13929,3494.099999999999,11,Low Value
13930,337.34,2,Low Value
13931,5257.379999999997,11,Medium Value
13932,307.40000000000003,1,Low Value
13933,608.79,2,Low Value
13934,922.0999999999999,1,Low Value
13935,6116.920000000002,3,Medium Value
13936,939.6599999999996,3,Low Value
13937,880.1300000000002,2,Low Value
13938,71.66,1,Low Value
13939,1560.9600000000005,7,Low Value
13940,839.14,4,Low Value
13941,10027.179999999998,15,High Value
13942,320,1,Low Value
13943,246.54000000000002,1,Low Value
13944,200.43000000000012,1,Low Value
13945,854.15,2,Low Value
13946,1876.23,6,Low Value
13947,90.6,1,Low Value
13948,548.76,4,Low Value
13949,2427.3199999999974,6,Low Value
13950,745.06,4,Low Value
13951,674.4499999999998,3,Low Value
13952,12823.521000000002,14,High Value
13953,6640.680000000002,12,Medium Value
13954,439.91999999999996,2,Low Value
13955,544.0699999999998,3,Low Value
13956,1019.2700000000002,5,Low Value
13957,458.2499999999999,3,Low Value
13958,4709.229999999996,8,Low Value
13959,1064.7700000000002,6,Low Value
13960,230.22,2,Low Value
13961,538.3999999999999,1,Low Value
13962,362.79999999999995,3,Low Value
13963,2860.57,17,Low Value
13964,438.8999999999999,2,Low Value
13965,996.6100000000001,3,Low Value
13966,384.25999999999993,1,Low Value
13967,166.3,2,Low Value
13968,123.66000000000001,1,Low Value
13969,12973.45999999999,35,High Value
13970,846.55,2,Low Value
13971,4667.570000000003,14,Low Value
13972,190.25,2,Low Value
13973,264.7,1,Low Value
13974,677.7200000000003,2,Low Value
13975,5256.399999999996,12,Medium Value
13976,1192.36,4,Low Value
13977,519.8100000000001,1,Low Value
13978,196.79000000000002,2,Low Value
13979,3379.9300000000017,7,Low Value
13980,768.8199999999998,5,Low Value
13981,331.14000000000004,1,Low Value
13982,3954.290000000002,9,Low Value
13983,6753.8899999999985,21,Medium Value
13984,1893.8,12,Low Value
13985,10020.859999999993,22,High Value
13986,320.46000000000004,1,Low Value
13987,682.5400000000001,2,Low Value
13988,4757.799999999999,8,Low Value
13989,2026.0599999999997,5,Low Value
13990,311.29999999999995,1,Low Value
13991,852.88,6,Low Value
13992,219.5,3,Low Value
13993,6775.709999999999,19,Medium Value
13994,2274.1400000000003,6,Low Value
13995,3902.01,14,Low Value
13996,895.7600000000001,2,Low Value
13997,376.4599999999999,3,Low Value
13998,566.6999999999999,3,Low Value
13999,9502.259999999991,29,Medium Value
14000,2046.3399999999992,5,Low Value
14001,4228.850000000001,9,Low Value
14002,529.73,2,Low Value
14003,209.41000000000003,1,Low Value
14004,6258.450000000003,11,Medium Value
14005,2874.7200000000016,5,Low Value
14006,2196.67,7,Low Value
14007,79.48,1,Low Value
14008,509.03999999999996,1,Low Value
14009,1099.9099999999999,3,Low Value
14010,445.1499999999999,2,Low Value
14011,457.82000000000005,2,Low Value
14012,328.80000000000007,1,Low Value
14013,1084.5700000000004,5,Low Value
14014,1948.2100000000014,3,Low Value
14015,917.34,1,Low Value
14016,11403.410000000002,11,High Value
14017,229.75,1,Low Value
14018,367.1500000000001,1,Low Value
14019,1421.61,3,Low Value
14020,1249.01,4,Low Value
14021,1716.5800000000004,7,Low Value
14022,792.15,2,Low Value
14023,584.0699999999999,2,Low Value
14024,645.74,3,Low Value
14025,4057.900000000001,8,Low Value
14026,713.11,2,Low Value
14027,104.82,1,Low Value
14028,10396.5,3,High Value
14029,467.65999999999997,2,Low Value
14030,7521.79999999998,20,Medium Value
14031,39019.51000000004,44,High Value
14032,4546.410000000003,16,Low Value
14033,109.44,1,Low Value
14034,648.8900000000002,3,Low Value
14035,2794.7499999999995,9,Low Value
14036,626.65,1,Low Value
14037,836.9500000000004,6,Low Value
14038,3069.88,5,Low Value
14039,267.28,2,Low Value
14040,12523.810000000005,35,High Value
14041,141.41,1,Low Value
14042,431.97999999999996,1,Low Value
14043,302.59999999999997,2,Low Value
14044,3077.6999999999975,10,Low Value
14045,10986.63,16,High Value
14046,154.98999999999998,1,Low Value
14047,3968.1099999999983,14,Low Value
14048,748.6899999999997,3,Low Value
14049,13023.400000000032,13,High Value
14050,746.3600000000002,2,Low Value
14051,21770.979999999996,37,High Value
14052,466.6599999999998,2,Low Value
14053,572.3,4,Low Value
14054,92.46000000000001,1,Low Value
14055,1520.96,3,Low Value
14056,8152.709999999984,23,Medium Value
14057,8346.660000000003,22,Medium Value
14058,469.19,2,Low Value
14059,183.59999999999997,1,Low Value
14060,8898.240000000009,30,Medium Value
14061,917.43,3,Low Value
14062,25585.64999999999,24,High Value
14063,22710.199999999997,9,High Value
14064,3260.2400000000007,15,Low Value
14065,891.0200000000001,3,Low Value
14066,152.55,1,Low Value
14067,374.7,2,Low Value
14068,1516.7199999999998,4,Low Value
14069,225.81000000000012,2,Low Value
14070,321.5999999999999,1,Low Value
14071,1437.5700000000024,8,Low Value
14072,390.85,1,Low Value
14073,151.04,1,Low Value
14074,219.4,1,Low Value
14075,1734.8700000000001,6,Low Value
14076,118.67,1,Low Value
14077,615.0799999999998,6,Low Value
14078,1553.4700000000005,9,Low Value
14079,618.7299999999999,2,Low Value
14080,1115.68,5,Low Value
14081,4867.569999999982,10,Low Value
14082,413.3599999999999,2,Low Value
14083,1082.1899999999998,11,Low Value
14084,150.49999999999997,1,Low Value
14085,9720.669999999982,33,Medium Value
14086,39.95,1,Low Value
14087,829.4699999999998,3,Low Value
14088,64036.80000000006,16,High Value
14089,158.75,1,Low Value
14090,76.32000000000001,1,Low Value
14091,9530.08,2,Medium Value
14092,7229.449999999991,24,Medium Value
14093,433.85999999999996,1,Low Value
14094,311.7699999999999,1,Low Value
14095,2.95,1,Low Value
14096,65164.78999999961,17,High Value
14097,422.85999999999996,2,Low Value
14098,147.35,1,Low Value
14099,5750.909999999996,20,Medium Value
14100,191.95,1,Low Value
14101,9961.93,13,Medium Value
14102,1105.8799999999999,5,Low Value
14103,0,1,Low Value
14104,743.5299999999997,5,Low Value
14105,5988.829999999995,5,Medium Value
14106,214.79999999999998,1,Low Value
14107,4877.2999999999965,11,Low Value
14108,1044.9600000000005,4,Low Value
14109,144.20000000000002,1,Low Value
14110,12987.949999999993,33,High Value
14111,692.85,4,Low Value
14112,5834.590000000006,13,Medium Value
14113,7092.609999999999,16,Medium Value
14114,1364.0900000000006,7,Low Value
14115,622.6700000000001,2,Low Value
14116,1382.7400000000002,5,Low Value
14117,90,1,Low Value
14118,458.45,1,Low Value
14119,183.37,2,Low Value
14121,2780.1499999999996,4,Low Value
14122,362.41999999999996,3,Low Value
14123,436.1799999999999,1,Low Value
14124,419.58,1,Low Value
14125,2720.630000000002,3,Low Value
14126,1172.4599999999998,4,Low Value
14127,1900.080000000001,6,Low Value
14128,924.2100000000003,3,Low Value
14129,2591.340000000001,9,Low Value
14130,1858.7700000000016,4,Low Value
14131,168.22000000000003,1,Low Value
14132,3586.0300000000007,11,Low Value
14133,911.1399999999996,4,Low Value
14134,11123.349999999997,15,High Value
14135,8839.67,24,Medium Value
14136,1570.81,5,Low Value
14137,332.70000000000005,1,Low Value
14138,965.8800000000005,2,Low Value
14139,1086.8000000000002,4,Low Value
14140,935.0499999999998,2,Low Value
14141,915.1300000000001,4,Low Value
14142,671.3400000000001,2,Low Value
14143,115.8,1,Low Value
14144,30.599999999999998,1,Low Value
14145,7600.05,7,Medium Value
14146,9450.299999999992,12,Medium Value
14147,2590.2,9,Low Value
14148,466.29,2,Low Value
14149,446.62,1,Low Value
14150,658.6400000000001,2,Low Value
14151,679.45,2,Low Value
14152,1997.3399999999995,7,Low Value
14153,233.39999999999995,1,Low Value
14154,6460.699999999992,8,Medium Value
14155,118.75,1,Low Value
14156,313437.62000000046,156,High Value
14157,978.6899999999997,5,Low Value
14158,507.65999999999997,1,Low Value
14159,7860.800000000005,20,Medium Value
14160,8421.470000000001,7,Medium Value
14161,2996.93,7,Low Value
14162,289.35999999999996,2,Low Value
14163,2594.620000000001,5,Low Value
14164,1631.7699999999998,2,Low Value
14165,120.44000000000001,1,Low Value
14166,251.14999999999998,2,Low Value
14167,1274.2900000000002,8,Low Value
14168,370.45000000000005,2,Low Value
14169,621.5100000000001,2,Low Value
14170,570.1799999999996,3,Low Value
14171,498.7899999999999,2,Low Value
14172,369.0199999999999,3,Low Value
14173,586,6,Low Value
14174,134.46,1,Low Value
14175,7678.879999999998,8,Medium Value
14176,756.46,5,Low Value
14177,2209.6900000000023,13,Low Value
14178,1600.2600000000002,7,Low Value
14179,701.5699999999999,2,Low Value
14180,6117.499999999992,33,Medium Value
14181,308.3500000000001,2,Low Value
14182,678.7700000000001,4,Low Value
14183,278.3399999999999,2,Low Value
14184,452.8900000000001,1,Low Value
14185,197.65,1,Low Value
14186,1550.630000000001,5,Low Value
14187,123.5,1,Low Value
14188,2054.3599999999997,6,Low Value
14189,5503.149999999998,16,Medium Value
14190,79.9,1,Low Value
14191,4817.660000000003,15,Low Value
14192,293.74,1,Low Value
14193,1210.1900000000005,3,Low Value
14194,18670.58999999994,36,High Value
14195,2615.6000000000004,6,Low Value
14196,335.5199999999999,1,Low Value
14197,390.05,1,Low Value
14198,1569.7300000000002,9,Low Value
14199,1091.7000000000003,4,Low Value
14200,379.20000000000005,1,Low Value
14201,1193.5399999999997,10,Low Value
14202,847.76,3,Low Value
14203,339.34,1,Low Value
14204,1024.8300000000006,4,Low Value
14205,2414.200000000003,9,Low Value
14206,1185.0100000000004,3,Low Value
14207,157.8,1,Low Value
14208,567.05,2,Low Value
14209,4993.269999999999,15,Low Value
14210,5556.569999999995,16,Medium Value
14211,4402.290000000001,18,Low Value
14212,2190.1400000000003,2,Low Value
14213,1192.2,1,Low Value
14214,1004.3799999999995,5,Low Value
14215,3250.330000000001,9,Low Value
14216,2150.04,5,Low Value
14217,3298.590000000001,23,Low Value
14218,169.48,1,Low Value
14219,633.8299999999998,3,Low Value
14220,1515,4,Low Value
14221,6517.4899999999925,17,Medium Value
14222,683.17,1,Low Value
14223,991.1300000000002,3,Low Value
14224,1841.7100000000023,9,Low Value
14225,2031.0699999999997,4,Low Value
14226,2985.129999999999,6,Low Value
14227,6368.710000000005,15,Medium Value
14228,745.5,3,Low Value
14229,2594.04,7,Low Value
14230,979.8000000000002,3,Low Value
14231,1235.6199999999997,4,Low Value
14232,2048.0700000000006,5,Low Value
14233,2904.270000000001,7,Low Value
14234,754.1200000000003,4,Low Value
14235,4717.990000000001,9,Low Value
14236,1555.3400000000008,5,Low Value
14237,471.1399999999999,2,Low Value
14238,434.23,3,Low Value
14239,4263.170000000004,21,Low Value
14240,1247.4900000000005,3,Low Value
14241,333.7,2,Low Value
14242,280.54999999999995,2,Low Value
14243,7217.750000000005,17,Medium Value
14244,366.42,1,Low Value
14245,1693.4499999999994,2,Low Value
14246,1474.0600000000004,3,Low Value
14247,753.5600000000002,5,Low Value
14248,1032.95,3,Low Value
14249,5400.461000000001,12,Medium Value
14250,1904.0499999999997,3,Low Value
14251,2879.7000000000003,5,Low Value
14252,350.99,1,Low Value
14253,363.40000000000003,2,Low Value
14254,601.03,1,Low Value
14255,1000.63,1,Low Value
14256,2460.7900000000004,5,Low Value
14257,5954.450000000002,9,Medium Value
14258,32051.34000000001,25,High Value
14259,120,1,Low Value
14260,824.2800000000001,3,Low Value
14261,1163.4499999999998,2,Low Value
14262,2618.2300000000014,8,Low Value
14263,322.92999999999995,1,Low Value
14264,1517.3600000000004,6,Low Value
14265,1373.35,4,Low Value
14266,40.56,1,Low Value
14267,1516.24,3,Low Value
14268,354.85,1,Low Value
14269,295.73,1,Low Value
14270,492.6499999999999,1,Low Value
14271,214.18000000000006,2,Low Value
14272,920.81,4,Low Value
14273,559.9700000000001,4,Low Value
14274,256.6,1,Low Value
14275,1189.3799999999999,6,Low Value
14276,2102.680000000001,7,Low Value
14277,17197.610000000004,9,High Value
14278,205.83000000000004,1,Low Value
14279,191.86,2,Low Value
14280,134.04,1,Low Value
14281,245.15,1,Low Value
14282,7250.760000000011,25,Medium Value
14283,628.44,4,Low Value
14284,1299.6499999999999,3,Low Value
14285,3284.42,8,Low Value
14286,8479.76,7,Medium Value
14287,176.63,3,Low Value
14288,426.6,1,Low Value
14289,911.2599999999999,6,Low Value
14290,4516.56,8,Low Value
14291,7904.099999999994,23,Medium Value
14292,9226.249999999993,16,Medium Value
14293,2903.0099999999993,9,Low Value
14294,375.34,1,Low Value
14295,2362.91,5,Low Value
14296,456.4,2,Low Value
14297,1305.3300000000004,4,Low Value
14298,91194.49000000072,82,High Value
14299,14070.250000000002,27,High Value
14300,43.2,1,Low Value
14301,1992.1800000000007,4,Low Value
14302,742.9000000000001,3,Low Value
14303,277.94,2,Low Value
14304,1725.01,3,Low Value
14305,1858.9599999999998,3,Low Value
14306,3151.3999999999996,6,Low Value
14307,4287.92,10,Low Value
14308,1147.02,2,Low Value
14309,3780.8100000000018,11,Low Value
14310,492.1,1,Low Value
14311,516.45,2,Low Value
14312,3090.29,11,Low Value
14314,229.8,2,Low Value
14315,3197.820000000001,8,Low Value
14316,1370.34,5,Low Value
14317,508.58000000000004,1,Low Value
14318,158.02,1,Low Value
14319,494.8499999999999,1,Low Value
14320,1346.7500000000005,5,Low Value
14321,2218.0599999999995,7,Low Value
14322,474.09999999999997,4,Low Value
14323,605.06,2,Low Value
14324,701.61,2,Low Value
14325,245.48,1,Low Value
14326,940.9800000000002,3,Low Value
14327,1894.9299999999992,6,Low Value
14328,445.05,1,Low Value
14329,9887.61999999999,15,Medium Value
14330,200.62999999999997,1,Low Value
14331,462.65999999999997,2,Low Value
14332,1917.4100000000005,5,Low Value
14333,415.20000000000005,1,Low Value
14334,4318.480000000001,12,Low Value
14335,454.85999999999996,2,Low Value
14336,1614.910000000001,4,Low Value
14338,928.1,3,Low Value
14339,620.2699999999998,2,Low Value
14340,134.7,1,Low Value
14341,4452.020000000002,18,Low Value
14342,918.44,6,Low Value
14343,1079.6599999999999,4,Low Value
14344,2993.0499999999975,20,Low Value
14345,108.97999999999999,1,Low Value
14346,2315.7499999999986,5,Low Value
14347,82.60000000000001,1,Low Value
14348,409.57000000000005,1,Low Value
14349,133.5,1,Low Value
14350,972.03,3,Low Value
14351,51,1,Low Value
14352,1078.96,4,Low Value
14353,376.5,3,Low Value
14354,163.62,2,Low Value
14355,840.0500000000004,3,Low Value
14356,701.23,2,Low Value
14357,225.12000000000003,1,Low Value
14358,400.05999999999983,2,Low Value
14359,912.1800000000003,3,Low Value
14360,2118.0300000000007,4,Low Value
14361,214.70999999999995,1,Low Value
14362,151.5,1,Low Value
14363,227.47,2,Low Value
14364,3717.349999999999,8,Low Value
14365,634.6800000000003,2,Low Value
14366,136,1,Low Value
14367,9227.820000000007,16,Medium Value
14368,155,1,Low Value
14369,469.1299999999998,2,Low Value
14370,1175.78,6,Low Value
14371,100.5,1,Low Value
14372,860.0800000000004,2,Low Value
14373,76.55,1,Low Value
14374,108.00000000000001,1,Low Value
14375,1106.8200000000004,3,Low Value
14376,215.45999999999998,1,Low Value
14377,617.0500000000001,2,Low Value
14378,131.25,1,Low Value
14379,1265.16,4,Low Value
14380,48.96,1,Low Value
14381,625.9399999999997,2,Low Value
14382,1193.6300000000003,2,Low Value
14383,1247.6899999999998,3,Low Value
14384,58.5,1,Low Value
14385,202.11,3,Low Value
14386,142.39999999999998,1,Low Value
14387,1727.6000000000006,3,Low Value
14388,6388.200000000007,16,Medium Value
14389,1898.0099999999993,5,Low Value
14390,6150.030000000002,13,Medium Value
14391,135.6,1,Low Value
14392,266.4,1,Low Value
14393,67.95,1,Low Value
14394,93.8,1,Low Value
14395,7801.93,20,Medium Value
14396,1969.3800000000035,7,Low Value
14397,2612.9600000000005,19,Low Value
14398,707.7899999999998,2,Low Value
14399,2108.210000000001,8,Low Value
14400,1732.4699999999998,3,Low Value
14401,6795.899999999992,22,Medium Value
14402,285.6,1,Low Value
14403,1880.5099999999998,6,Low Value
14404,2724.13,13,Low Value
14405,195,1,Low Value
14406,156.75000000000003,1,Low Value
14407,2157.73,6,Low Value
14408,4102.269999999999,11,Low Value
14409,3427.2900000000027,9,Low Value
14410,2631.9000000000015,11,Low Value
14411,1063,1,Low Value
14412,1426.189999999999,3,Low Value
14413,764.5200000000007,4,Low Value
14414,2399.330000000001,8,Low Value
14415,11980.089999999935,23,High Value
14416,490.22,2,Low Value
14417,524.65,1,Low Value
14418,1937.2499999999998,3,Low Value
14419,1254.6399999999994,7,Low Value
14420,1639.1699999999994,4,Low Value
14421,2469.3699999999994,6,Low Value
14422,10271.519999999982,19,High Value
14423,916.6099999999999,3,Low Value
14424,322.08,1,Low Value
14425,661.39,3,Low Value
14426,11727.939999999997,17,High Value
14427,1263.5199999999995,4,Low Value
14428,1224.0600000000004,5,Low Value
14429,516.28,1,Low Value
14430,1220.9000000000003,3,Low Value
14431,2614.1999999999985,4,Low Value
14432,2248.4999999999986,6,Low Value
14433,280.7,1,Low Value
14434,1372.8,6,Low Value
14435,90.42,1,Low Value
14436,271.70000000000005,2,Low Value
14437,873.3400000000001,5,Low Value
14438,131.9,1,Low Value
14439,9443.040000000003,5,Medium Value
14440,5982.03,13,Medium Value
14441,4611.6900000000005,11,Low Value
14442,5367.0199999999995,7,Medium Value
14443,2082.9700000000003,5,Low Value
14444,120.44,1,Low Value
14445,221.64999999999995,1,Low Value
14446,1200.2800000000018,5,Low Value
14447,1711.7299999999998,6,Low Value
14448,375.35,2,Low Value
14449,2230.9600000000005,8,Low Value
14450,1128.4399999999996,7,Low Value
14451,3258.6799999999994,12,Low Value
14452,658.9499999999996,4,Low Value
14453,119.93000000000002,1,Low Value
14454,977.3000000000006,5,Low Value
14455,617.7199999999996,4,Low Value
14456,3017.2799999999984,9,Low Value
14457,113.64000000000001,1,Low Value
14458,228.07,1,Low Value
14459,5375.740999999998,2,Medium Value
14460,1093.5000000000002,9,Low Value
14461,6676.909999999997,13,Medium Value
14462,2242.8100000000004,12,Low Value
14463,786.5699999999999,4,Low Value
14464,111,2,Low Value
14465,3925.8499999999976,11,Low Value
14466,4267.149999999999,13,Low Value
14467,2203.2400000000007,12,Low Value
14468,204.24,1,Low Value
14469,2093.46,4,Low Value
14470,712.04,3,Low Value
14471,400.95000000000005,2,Low Value
14472,2118.7200000000007,9,Low Value
14473,234.34,2,Low Value
14474,1258.89,2,Low Value
14475,1151.15,4,Low Value
14476,193.00000000000003,1,Low Value
14477,1969.6,7,Low Value
14478,1276.6599999999996,4,Low Value
14479,1124.7100000000007,4,Low Value
14480,1299.5200000000002,4,Low Value
14481,2284.689999999999,5,Low Value
14482,4306.72,12,Low Value
14483,257.1,2,Low Value
14484,1070.9799999999996,4,Low Value
14485,162.8,1,Low Value
14486,175.5,2,Low Value
14487,1266.2700000000002,7,Low Value
14488,1064.2800000000002,1,Low Value
14489,1574.9299999999998,4,Low Value
14490,1273.4700000000005,2,Low Value
14491,340.92999999999995,2,Low Value
14492,1921.9099999999999,7,Low Value
14493,5087.859999999998,10,Medium Value
14494,401.4599999999999,3,Low Value
14495,174.8,3,Low Value
14496,2363.8899999999994,7,Low Value
14497,697.0600000000001,2,Low Value
14498,3900.8299999999995,10,Low Value
14499,2101.790000000001,7,Low Value
14500,356.85,3,Low Value
14501,251.20999999999998,2,Low Value
14502,2429.8299999999977,11,Low Value
14503,3543.2600000000016,6,Low Value
14504,673.2599999999995,4,Low Value
14505,11879.079999999989,19,High Value
14506,2960.2499999999995,7,Low Value
14507,3216.740000000001,11,Low Value
14508,822.9200000000002,5,Low Value
14509,110.94999999999997,1,Low Value
14510,979.8500000000003,3,Low Value
14511,1314.8099999999997,5,Low Value
14512,1215.9700000000003,7,Low Value
14513,788.01,6,Low Value
14514,4380.040000000004,9,Low Value
14515,3724.0599999999995,12,Low Value
14516,151.17000000000004,1,Low Value
14517,330.45,2,Low Value
14518,174.37,1,Low Value
14519,203.14000000000001,2,Low Value
14520,270.6,2,Low Value
14521,199.45000000000002,1,Low Value
14522,1748.4199999999998,8,Low Value
14523,241.09,1,Low Value
14524,2909.8600000000006,13,Low Value
14525,8026.539999999986,17,Medium Value
14526,258.65,1,Low Value
14527,27246.880000000478,122,High Value
14528,364.22,1,Low Value
14529,578.6099999999999,3,Low Value
14530,6088.869999999995,16,Medium Value
14531,376.3399999999999,1,Low Value
14532,3845.78,11,Low Value
14533,3466.37,11,Low Value
14534,6187.659999999991,26,Medium Value
14535,5973.229999999981,9,Medium Value
14536,170.95000000000002,1,Low Value
14537,641.4,2,Low Value
14538,1370.84,5,Low Value
14539,537.4799999999999,2,Low Value
14540,3709.6400000000017,11,Low Value
14541,2491.380000000001,14,Low Value
14542,103.25,1,Low Value
14543,14587.869999999992,39,High Value
14544,2938.529999999999,3,Low Value
14545,349.25,1,Low Value
14546,5184.840000000002,11,Medium Value
14547,3974.7499999999995,8,Low Value
14548,2541.2900000000004,9,Low Value
14549,913.6000000000005,4,Low Value
14550,1345.0600000000004,4,Low Value
14551,878.0899999999998,7,Low Value
14552,507.9299999999993,3,Low Value
14553,1818.6000000000006,9,Low Value
14554,2279.49,4,Low Value
14555,2304.03,6,Low Value
14556,815.6900000000005,3,Low Value
14557,788.38,1,Low Value
14558,655.5000000000001,3,Low Value
14559,75.6,1,Low Value
14560,6114.029999999997,44,Medium Value
14561,1080.7600000000004,3,Low Value
14562,6638.1499999999905,26,Medium Value
14563,640.5400000000002,2,Low Value
14564,2605.6200000000003,2,Low Value
14565,3859.220000000002,5,Low Value
14566,4092,4,Low Value
14567,1530.3600000000004,2,Low Value
14568,919.7000000000004,1,Low Value
14569,597.33,4,Low Value
14570,613.7500000000006,3,Low Value
14571,160,1,Low Value
14572,5526.879999999991,11,Medium Value
14573,2163.120000000003,13,Low Value
14574,143.70000000000002,1,Low Value
14575,420.21999999999997,1,Low Value
14576,35.400000000000006,1,Low Value
14577,1364.1500000000008,7,Low Value
14578,168.63,1,Low Value
14579,105.55999999999999,1,Low Value
14580,14.850000000000001,1,Low Value
14581,409.65000000000003,2,Low Value
14582,114.11000000000001,1,Low Value
14583,1660.2900000000016,8,Low Value
14584,1738.1600000000012,8,Low Value
14585,1143.27,5,Low Value
14586,237.35999999999996,1,Low Value
14587,1580.2900000000004,9,Low Value
14588,135.39,1,Low Value
14589,39.75,1,Low Value
14590,2993.369999999999,20,Low Value
14591,1320.210000000001,4,Low Value
14592,557.9399999999997,3,Low Value
14593,3665.5300000000043,12,Low Value
14594,363.3299999999999,2,Low Value
14595,2164.45,8,Low Value
14596,222.21999999999994,1,Low Value
14597,2184.6299999999997,6,Low Value
14598,384.04,2,Low Value
14599,457.89,2,Low Value
14600,865.1700000000004,2,Low Value
14601,213.95999999999998,1,Low Value
14602,205.35999999999996,1,Low Value
14603,660,1,Low Value
14604,143.86000000000004,1,Low Value
14605,921.5600000000001,4,Low Value
14606,29951.370000000363,192,High Value
14607,23763.129999999997,22,High Value
14608,3352.94,11,Low Value
14609,1486.2,10,Low Value
14610,24.35,2,Low Value
14611,604.33,2,Low Value
14612,877.6999999999998,1,Low Value
14613,76.32000000000001,1,Low Value
14614,295.13,1,Low Value
14615,951.7600000000003,5,Low Value
14616,527.78,5,Low Value
14617,190.47000000000003,2,Low Value
14618,1342.3199999999997,7,Low Value
14619,1291.2400000000002,2,Low Value
14620,412.78,2,Low Value
14621,3000.5700000000015,9,Low Value
14622,320.58000000000004,1,Low Value
14623,2016.9800000000002,10,Low Value
14624,814.07,6,Low Value
14625,4497.8799999999965,11,Low Value
14626,5410.92,11,Medium Value
14627,462.75,1,Low Value
14628,1998.0000000000005,5,Low Value
14629,955.2600000000002,2,Low Value
14630,338.65,1,Low Value
14631,2025.6900000000007,6,Low Value
14632,114.55999999999999,1,Low Value
14633,344.9000000000001,1,Low Value
14634,2124.4600000000005,4,Low Value
14635,215.22,1,Low Value
14636,609.85,2,Low Value
14637,106.68,1,Low Value
14638,443.6,1,Low Value
14639,4978.959999999997,9,Low Value
14640,3649.359999999999,10,Low Value
14641,110.46000000000001,1,Low Value
14642,96.12,1,Low Value
14643,1679.8899999999996,5,Low Value
14644,2247.72,7,Low Value
14645,876.89,3,Low Value
14646,528602.5200000026,152,High Value
14647,506.0400000000001,2,Low Value
14648,4466.65,15,Low Value
14649,3651.189999999995,9,Low Value
14650,62.5,1,Low Value
14651,2025.5200000000016,9,Low Value
14652,114.18,1,Low Value
14653,3593.0599999999963,12,Low Value
14654,246.86,1,Low Value
14655,3878.5099999999993,7,Low Value
14656,790.0000000000007,5,Low Value
14657,1450.190000000001,6,Low Value
14658,247.14999999999992,2,Low Value
14659,2529.9300000000007,9,Low Value
14660,285.73999999999995,2,Low Value
14661,107.95,1,Low Value
14662,1376.430000000001,7,Low Value
14663,490.59999999999974,2,Low Value
14664,636.24,2,Low Value
14665,2749.6499999999996,7,Low Value
14666,195.25,1,Low Value
14667,20395.34000000002,54,High Value
14668,111.63000000000001,1,Low Value
14669,3216.7799999999997,7,Low Value
14670,583.33,3,Low Value
14671,1127.4499999999998,2,Low Value
14672,1113.1399999999996,4,Low Value
14673,3037.3200000000006,7,Low Value
14674,173.65999999999997,1,Low Value
14675,1015.58,2,Low Value
14676,8356.789999999997,12,Medium Value
14677,184.91,1,Low Value
14678,403.39000000000004,1,Low Value
14679,1289.4400000000003,3,Low Value
14680,55688.5,58,High Value
14681,875.1500000000001,6,Low Value
14682,1514.8100000000002,6,Low Value
14683,146.55999999999995,1,Low Value
14684,1430.030000000002,6,Low Value
14685,4536.64,8,Low Value
14686,852.5300000000015,5,Low Value
14687,1402.0600000000002,3,Low Value
14688,7190.419999999994,28,Medium Value
14689,112.80000000000003,1,Low Value
14690,777.6800000000001,4,Low Value
14691,2114.3299999999986,5,Low Value
